"tesi","length_toppo","treid","slice","diam_btw_rows","diam_wti_rows","xcentro","ycentro"
"V400",0.1,"s03",1.2,0.394274662521052,0.369269527777778,0.294546969814743,0.613546986111112
"V400",0.1,"s03",1.3,0.392904546153846,0.368401833137485,0.298433426923077,0.610798213866041
"V400",0.1,"s03",1.4,0.390141569105691,0.366413522727273,0.301281882113822,0.608873238636365
"V400",0.1,"s03",1.5,0.388295708333333,0.364754280936455,0.304175479166667,0.60603420568562
"V400",0.1,"s03",1.6,0.385588086956522,0.36381125,0.306907956521739,0.602541875000001
"V400",0.1,"s03",1.7,0.382869305555556,0.361269796257796,0.308272013888889,0.59950212889813
"V400",0.1,"s03",1.8,0.379907265818311,0.359485156976744,0.309310879285967,0.596629671511629
"V400",0.1,"s03",1.9,0.37952553982922,0.358065280634734,0.310720239794128,0.594115652365561
"V400",0.1,"s03",2,0.377846256327657,0.356657785087719,0.310710079383341,0.592363475877194
"V400",0.1,"s03",2.1,0.376962467444384,0.356910861244019,0.310280312669561,0.590981614832537
"V400",0.1,"s03",2.2,0.377031638286894,0.356191031294452,0.30902516124871,0.588553673541964
"V400",0.1,"s03",2.3,0.377010273564848,0.353947954225352,0.3081185102764,0.586223272887325
"V400",0.1,"s03",2.4,0.374808727060394,0.352013120300752,0.306469093259927,0.58410370300752
"V400",0.1,"s03",2.5,0.37288684186747,0.349667717391304,0.305099204066266,0.583246141304349
"V400",0.1,"s03",2.6,0.371040506329114,0.349514569179784,0.30313835443038,0.579734185998344
"V400",0.1,"s03",2.7,0.369989840960727,0.349853555555555,0.301517484582928,0.57506407936508
"V400",0.1,"s03",2.8,0.370169618473896,0.349199125286478,0.300113142570281,0.571880731474409
"V400",0.1,"s03",2.9,0.369988997867804,0.348299208791209,0.300061215351813,0.568234681318683
"V400",0.1,"s03",3,0.362658097442681,0.348847149758454,0.302046013007055,0.56331198067633
"V400",0.1,"s03",3.1,0.364678497330282,0.34908106060606,0.299101277650649,0.556959469696971
"V400",0.1,"s03",3.2,0.363388137254902,0.347614348894349,0.297597598039216,0.549665552825554
"V400",0.1,"s03",3.3,0.358073177083333,0.346422981818182,0.297755494791667,0.541786690909092
"V400",0.1,"s03",3.4,0.358849217854218,0.345192286931818,0.294393093775594,0.53265567471591
"V400",0.1,"s03",3.5,0.3583175,0.343884798728813,0.29195125,0.523716975635595
"V400",0.1,"s03",3.6,0.356570287517532,0.345115333333333,0.290516595371669,0.514272666666668
"V400",0.1,"s03",3.7,0.355054735042735,0.343851158088235,0.288591521367522,0.505871608455884
"V400",0.1,"s03",3.8,0.355762669789227,0.342237724137931,0.286452763466042,0.497707137931036
"V400",0.1,"s03",3.9,0.353992552693208,0.341455337331334,0.285959133489462,0.488848538230886
"V400",0.1,"s03",4,0.353397704301075,0.342547227586207,0.284814981182796,0.479451213793105
"V400",0.1,"s03",4.1,0.35316725588697,0.341883098039216,0.283708525902669,0.47094311764706
"V400",0.1,"s03",4.2,0.352821712570622,0.341928867924529,0.281844397951978,0.461755566037737
"V400",0.1,"s03",4.3,0.354843892572944,0.340391528301887,0.279340984748011,0.452611235849058
"V400",0.1,"s03",4.4,0.3545468875,0.339820098039215,0.27707124375,0.44356161764706
"V400",0.1,"s03",4.5,0.355848141025641,0.338951553166069,0.272495737179487,0.433578739545999
"V400",0.1,"s03",4.6,0.3628321005291,0.338356739130435,0.264853764550265,0.424636630434784
"V400",0.1,"s03",4.7,0.358309399209486,0.337063558333334,0.262689482213439,0.415927820833334
"V400",0.1,"s03",4.8,0.354511190476191,0.33582910214704,0.259084404761905,0.40785096616786
"V400",0.1,"s03",4.9,0.352311317254174,0.335033278985507,0.255534749536178,0.400812056159421
"V400",0.1,"s03",5,0.351376781561462,0.333378825396825,0.251950716362127,0.393009634920636
"V400",0.1,"s03",5.1,0.35048292750197,0.333179551671732,0.247513165878645,0.385177009878421
"V400",0.1,"s03",5.2,0.34770707826087,0.334520171624713,0.240485060869566,0.37652465102975
"V400",0.1,"s03",5.3,0.351298454780362,0.336167166666666,0.237948994832041,0.366325583333334
"V400",0.1,"s03",5.4,0.34671310833806,0.338834880952381,0.235499724900738,0.356834940476192
"V400",0.1,"s03",5.5,0.350010018939394,0.340331909090909,0.22977478219697,0.344165045454547
"V400",0.1,"s03",5.6,0.351417427466151,0.340331654761905,0.224652350096712,0.331036077380953
"V400",0.1,"s03",5.7,0.350166022176022,0.339577693498452,0.220570578655579,0.318053258513933
"V400",0.1,"s03",5.8,0.348484686147186,0.337919249084249,0.213839247835498,0.30339652930403
"V400",0.1,"s03",5.9,0.346063083333334,0.330934611973392,0.206231791666667,0.288186330376941
"V400",0.1,"s03",6,0.341819174484053,0.32791481981982,0.19955651031895,0.276910923423425
"V400",0.1,"s03",6.1,0.340961803030303,0.326198826923077,0.195419401515152,0.26559366346154
"V400",0.1,"s03",6.2,0.339666304675716,0.323998808446455,0.19119802413273,0.255715301659126
"V400",0.1,"s03",6.3,0.340039246031746,0.324466727272727,0.187523234126985,0.247743969696971
"V400",0.1,"s03",6.4,0.33820483805668,0.322974235294118,0.183896265182187,0.23894111764706
"V400",0.1,"s03",6.5,0.339325055821372,0.324192989130435,0.181910103668262,0.231899755434784
"V400",0.1,"s03",6.6,0.338941865546219,0.32976225,0.180275638655462,0.224642625000001
"V400",0.1,"s03",6.7,0.338755092436975,0.335780023228804,0.17726931092437,0.221539036004647
"V400",0.1,"s03",6.8,0.338292570564516,0.331881282051282,0.177594027217742,0.212633974358976
"V400",0.1,"s03",6.9,0.33196494117647,0.322887045454545,0.179465470588236,0.204268977272728
"V400",0.1,"s03",7,0.334995204741379,0.320912458333333,0.17703208512931,0.196533104166668
"V400",0.1,"s04",0.1,0.444005952380952,0.408663928571428,0.558386309523809,0.636400535714286
"V400",0.1,"s04",0.2,0.424619656518345,0.399650884057971,0.565000647931304,0.633955224637682
"V400",0.1,"s04",0.3,0.416664707730987,0.391220333333333,0.564523051539912,0.628083166666667
"V400",0.1,"s04",0.4,0.408627998012915,0.38693553304904,0.566038425235966,0.623088662046909
"V400",0.1,"s04",0.5,0.401139529411765,0.383510555555556,0.567041235294118,0.617079722222223
"V400",0.1,"s04",0.6,0.396374137931035,0.382301974358974,0.569727068965517,0.610960346153847
"V400",0.1,"s04",0.7,0.393091049543677,0.379784583333334,0.574933321382008,0.605395208333334
"V400",0.1,"s04",0.8,0.391766698858648,0.37890737804878,0.575787827041264,0.59809881097561
"V400",0.1,"s04",0.9,0.38845098377282,0.37777206959707,0.577805197768763,0.591560393772894
"V400",0.1,"s04",1,0.384155433634993,0.376127402298851,0.580074334464555,0.584801632183909
"V400",0.1,"s04",1.1,0.379424818376068,0.371736015490533,0.582491436965812,0.576982706540448
"V400",0.1,"s04",1.2,0.377982592829705,0.37056220959596,0.585595521766965,0.569527077020203
"V400",0.1,"s04",1.3,0.375290906200318,0.367596893939393,0.587994276629571,0.56112821969697
"V400",0.1,"s04",1.4,0.374026234879032,0.366117911585366,0.591111398689516,0.554415419207318
"V400",0.1,"s04",1.5,0.371771812144213,0.36418223325062,0.593417964895636,0.547372729528536
"V400",0.1,"s04",1.6,0.370491456876457,0.361732618473896,0.595145425407925,0.540548357429719
"V400",0.1,"s04",1.7,0.367290911091549,0.361742461419753,0.595762356954225,0.534358144290124
"V400",0.1,"s04",1.8,0.365612268518518,0.360846418604652,0.59679349537037,0.527308790697675
"V400",0.1,"s04",1.9,0.363671196428571,0.359538382867133,0.595597973214286,0.519341577797204
"V400",0.1,"s04",2,0.362660708074534,0.358392008403362,0.593910788819876,0.511364710084034
"V400",0.1,"s04",2.1,0.360334914314516,0.357930078431373,0.591954800907258,0.502963627450981
"V400",0.1,"s04",2.2,0.359548375733855,0.356069847389558,0.590992954990215,0.494669742971888
"V400",0.1,"s04",2.3,0.35816963388676,0.35331140871177,0.588693458918689,0.4860896802595
"V400",0.1,"s04",2.4,0.355997924679487,0.352614438202247,0.585554475160256,0.478387780898877
"V400",0.1,"s04",2.5,0.354158373819164,0.353179950738916,0.582557392037787,0.471718596059114
"V400",0.1,"s04",2.6,0.351551735966736,0.349969912366115,0.578924516632017,0.46413812074002
"V400",0.1,"s04",2.7,0.351219599147122,0.347625801393728,0.575092486140725,0.45657424216028
"V400",0.1,"s04",2.8,0.349331001955034,0.347969350649351,0.571183531280547,0.449663896103897
"V400",0.1,"s04",2.9,0.347831452716297,0.34706464423077,0.568567416498994,0.442528447115386
"V400",0.1,"s04",3,0.350588901515151,0.346558987341772,0.563887367424242,0.436000506329115
"V400",0.1,"s04",3.1,0.349056502347418,0.346049036144578,0.560070082159624,0.429665481927711
"V400",0.1,"s04",3.2,0.351094945959855,0.343392051948052,0.555610458054555,0.423524883116884
"V400",0.1,"s04",3.3,0.353607414285714,0.34039312236287,0.550744507142857,0.417990105485233
"V400",0.1,"s04",3.4,0.352576911111111,0.337837569676701,0.545562655555555,0.411144292084728
"V400",0.1,"s04",3.5,0.349108527640942,0.336638336886993,0.541459184455391,0.405577974413647
"V400",0.1,"s04",3.6,0.3463765625,0.334906936619718,0.53726328125,0.400064031690142
"V400",0.1,"s04",3.7,0.344151515616999,0.336730282051282,0.534009726062468,0.393549474358975
"V400",0.1,"s04",3.8,0.344099583333333,0.335423050847458,0.529949791666666,0.386808474576272
"V400",0.1,"s04",3.9,0.337494961685823,0.337032862318841,0.528571963601532,0.380027735507247
"V400",0.1,"s04",4,0.340826885245902,0.335820423634337,0.526896557377049,0.37308209587514
"V400",0.1,"s04",4.1,0.342857444543034,0.33852776119403,0.520089538598048,0.367416119402986
"V400",0.1,"s04",4.2,0.343413159722222,0.340343560606061,0.516824357638889,0.361489053030304
"V400",0.1,"s04",4.3,0.341946318681318,0.335627348484848,0.512454697802198,0.352174507575758
"V400",0.1,"s04",4.4,0.342054342012667,0.331951166666666,0.507886966924701,0.345046083333334
"V400",0.1,"s04",4.5,0.33900911461908,0.332970986842105,0.502672216884008,0.339960756578948
"V400",0.1,"s04",4.6,0.340454654631083,0.330559,0.498299980376766,0.334504500000001
"V400",0.1,"s04",4.7,0.342026616161616,0.329641466666667,0.492104419191919,0.326575933333334
"V400",0.1,"s04",4.8,0.338115071225071,0.330540161290323,0.487373945868946,0.32074991935484
"V400",0.1,"s04",4.9,0.340625642857143,0.330350454545454,0.479456821428571,0.314504772727273
"V400",0.1,"s04",5,0.341759108231707,0.327397,0.473486383384146,0.3056305
"V400",0.1,"s04",5.1,0.340227912087912,0.3270718,0.467076813186813,0.296040100000001
"V400",0.1,"s04",5.2,0.337259757751938,0.331220204081633,0.457762204457364,0.287289897959185
"V400",0.1,"s04",5.3,0.340154515050167,0.32591916827853,0.448121872909699,0.282104052224372
"V400",0.1,"s04",5.4,0.341238399122807,0.320448211624442,0.43962788377193,0.278577712369598
"V400",0.1,"s04",5.5,0.337082936936937,0.318449610389611,0.432261198198198,0.274013376623378
"V400",0.1,"s04",5.6,0.337416305418719,0.318439100877192,0.425585295566502,0.271619199561404
"V400",0.1,"s04",5.7,0.335943776397515,0.31693625,0.418332459627329,0.267998125000001
"V400",0.1,"s04",5.8,0.334046230769231,0.315921358490566,0.410963884615384,0.262223320754717
"V400",0.1,"s04",5.9,0.33075742014742,0.315429558441558,0.399574926289926,0.255069506493507
"V400",0.1,"s04",6,0.328539031339031,0.311555333333334,0.387645669515669,0.244696777777778
"V400",0.1,"s04",6.1,0.335411137566137,0.313730388888889,0.373433716931217,0.234243694444445
"V400",0.1,"s04",6.2,0.343651703703704,0.311914719387755,0.354572148148148,0.222703890306123
"V400",0.1,"s04",6.3,0.348129978070175,0.31393597826087,0.336772905701754,0.212579510869566
"V400",0.1,"s04",6.4,0.348887298850574,0.314224126984126,0.318084683908046,0.207966825396826
"V400",0.1,"s04",6.5,0.359854126984127,0.314905042735043,0.299311507936508,0.201579700854702
"V400",0.1,"s04",6.6,0.356553115942029,0.306705737179488,0.276091775362319,0.197813381410257
"V400",0.1,"s04",6.7,0.350366296296296,0.304539545454545,0.253996851851852,0.193565227272728
"V400",0.1,"s04",6.8,0.339841505376344,0.304373837209302,0.232515913978494,0.188808081395349
"V400",0.1,"s04",6.9,0.334870333333334,0.306717756097561,0.214320166666666,0.18069912195122
"V400",0.1,"s04",7,0.340384648148148,0.30839496124031,0.198084175925926,0.168125852713179
"V400",0.1,"s05",0.1,0.428973142857143,0.366672714285714,0.223929428571428,0.968360642857144
"V400",0.1,"s05",0.2,0.406492781954887,0.366912748538012,0.229967819548872,0.965644152046784
"V400",0.1,"s05",0.3,0.387754523809523,0.362632810457516,0.235562738095238,0.958705816993465
"V400",0.1,"s05",0.4,0.382588190476191,0.358648393719807,0.239507238095238,0.951770585748793
"V400",0.1,"s05",0.5,0.377803664772727,0.354368929292929,0.243289105113636,0.945097353535354
"V400",0.1,"s05",0.6,0.374422916666667,0.352064358178054,0.246624791666666,0.937615439958593
"V400",0.1,"s05",0.7,0.370635768581081,0.349801718403548,0.251206803209459,0.930032322616409
"V400",0.1,"s05",0.8,0.368182375397667,0.346958073593074,0.255465334040297,0.922081417748919
"V400",0.1,"s05",0.9,0.364723961538462,0.348133968547641,0.25936148076923,0.913659537465311
"V400",0.1,"s05",1,0.361685642857143,0.345905699300699,0.264399678571428,0.903706695804197
"V400",0.1,"s05",1.1,0.36056671506352,0.344831493506493,0.26979388384755,0.894027889610391
